nomInstallation,codeEICResourceObject,codeINSEECommune,Latitude,Longitude,commune,codeDepartement,departement,codeRegion,region,dateMiseEnService,filiere,puisMaxRac,nbGroupes
FERME EOLIENNE DE NOZAY,17W000000040842P,44149,47.49142466,-1.579408838,Saffr??,44,Loire-Atlantique,52,Pays de la Loire,2013-06-14 00:00,Eolien,16304,8
PARC EOLIEN DES LANDES DU MENE,17W0000001508618,22046,48.29373127,-2.522468037,Le Men??,22,C??tes-d'Armor,53,Bretagne,2013-05-28 00:00,Eolien,5950,1
CENTRALE EOLIENNE DU HAUT DE LORRAINE,17W0000000527449,88338,48.36816655,6.509423241,Ortoncourt,88,Vosges,44,Grand-Est,2013-05-17 00:00,Eolien,6800,8
PARC EOLIEN DU PATIS,17W000000051822K,49092,47.22722685,-0.73018816,Chemill??-en-Anjou,49,Maine-et-Loire,52,Pays de la Loire,2013-05-17 00:00,Eolien,7500,3
EOLIENNES DU HAM,17W000000048387K,53112,48.3736183,-0.353133098,Le Ham,53,Mayenne,52,Pays de la Loire,2013-05-12 00:00,Eolien,6000,3
LES 5 HETRES,17W000000058011M,62221,50.38157915,2.487845962,Chelers,62,Pas-de-Calais,32,Hauts-de-France,2013-05-07 00:00,Eolien,6000,2
LE VERT GALANT,17W0000004330771,62651,50.33047415,2.487971772,Penin,62,Pas-de-Calais,32,Hauts-de-France,2013-05-07 00:00,Eolien,12000,4
SEPE LE BOIS HAUT,17W000000052778T,62651,50.33047415,2.487971772,Penin,62,Pas-de-Calais,32,Hauts-de-France,2013-05-07 00:00,Eolien,12000,4
FERME EOLIENNE EOLE ARROUAISE,17W0000000454379,2057,49.99656086,3.329708425,Beaurevoir,2,Aisne,32,Hauts-de-France,2013-05-03 00:00,Eolien,7980,4
PARC EOLIEN 4 VALLEES 2 - SUD,17W000000153156E,51508,48.61388557,4.392970373,Saint-Ouen-Domprot,51,Marne,44,Grand-Est,2013-04-30 00:00,Eolien,10000,5
PARC EOLIEN DE 4 VALLEES 2 - NORD,17W0000004310878,51361,48.64016355,4.440925665,Le Meix-Tiercelin,51,Marne,44,Grand-Est,2013-04-26 00:00,Eolien,10000,5
PARC EOLIEN DE ROETTEREN,17W000000056053G,67088,48.9852171,7.18127402,Dehlingen,67,Bas-Rhin,44,Grand-Est,2013-04-26 00:00,Eolien,12000,5
PARC EOLIEN DES PORTES DE CHAMPAGNE 2,17W000000060509N,51236,48.66465007,3.553111691,Les Essarts-le-Vicomte,51,Marne,44,Grand-Est,2013-04-15 00:00,Eolien,2050,1
FERME EOLIENNE DE CLAMECY/OISY,17W0000003960724,58079,47.46101407,3.510081312,Clamecy,58,Ni??vre,27,Bourgogne-Franche-Comt??,2013-04-12 00:00,Eolien,12300,6
CHAUSSEE DE CESAR SUD,17W000000053897G,18066,46.97387114,2.185166829,Civray,18,Cher,24,Centre-Val de Loire,2013-04-07 00:00,Eolien,10000,4
Confidentiel,17W000000432399L,62221,50.38157915,2.487845962,Chelers,62,Pas-de-Calais,32,Hauts-de-France,2013-04-07 00:00,Eolien,12000,4
PARC EOLIEN DE HAUT DE CONGE 2,17W000000058744G,52541,47.98668866,5.343482882,Vitry-l??s-Nogent,52,Haute-Marne,44,Grand-Est,2013-03-21 00:00,Eolien,4000,2
B.CO5E04 - ADP 04 DE LA FERME EOLIENNE DE BRAILLY-CORNEHOTTE (CLIENT),17W100P100P1024Q,80133,50.22431735,1.95816617,Brailly-Cornehotte,80,Somme,32,Hauts-de-France,2013-03-11 00:00,Eolien,12000,6
B.CO5E03 - ADP 03 DE LA FERME EOLIENNE DE BRAILLY-CORNEHOTTE (CLIENT),17W100P100P0992F,80133,50.22431735,1.95816617,Brailly-Cornehotte,80,Somme,32,Hauts-de-France,2013-03-11 00:00,Eolien,14000,7
FE PLAINE DE MONTOIR I,17W000000046792L,80013,49.97207123,1.945130357,Airaines,80,Somme,32,Hauts-de-France,2013-03-05 00:00,Eolien,12300,6
PARC EOLIEN DES PORTES DE CHAMPAGNE 1,17W0000001626084,51236,48.66465007,3.553111691,Les Essarts-le-Vicomte,51,Marne,44,Grand-Est,2013-02-22 00:00,Eolien,10250,5
ENERTRAG AMIENOIS SCS,17W000000052544H,80119,49.86461987,2.046938884,Bougainville,80,Somme,32,Hauts-de-France,2013-02-20 00:00,Eolien,10000,5
PARC EOLIEN DE LA MOTELLE 3,17W000000152411T,8451,49.5452885,4.090274148,Le Thour,8,Ardennes,44,Grand-Est,2013-02-19 00:00,Eolien,6000,2
PARC EOLIEN LA MOTELLE 2 BAGNONE,17W000000391481C,8451,49.5452885,4.090274148,Le Thour,8,Ardennes,44,Grand-Est,2013-02-19 00:00,Eolien,9000,3
PARC DE LA VALLEE DE L AA,17W000000422207P,62271,50.62699738,2.169289202,Dohem,62,Pas-de-Calais,32,Hauts-de-France,2013-02-07 00:00,Eolien,8000,4
FE BORALEX VRON 1,17W000000054508B,80815,50.31603646,1.764100758,Vron,80,Somme,32,Hauts-de-France,2013-02-07 00:00,Eolien,9200,4
FE SAINT MARC,17W000000423511H,80815,50.31603646,1.764100758,Vron,80,Somme,32,Hauts-de-France,2013-02-07 00:00,Eolien,9200,4
SAS CHERMISEY,17W0000004236406,88102,48.41487533,5.569096258,Chermisey,88,Vosges,44,Grand-Est,2013-02-05 00:00,Eolien,8200,4
PARC EOLIEN LA MOTELLE 1,17W000000056395P,8451,49.5452885,4.090274148,Le Thour,8,Ardennes,44,Grand-Est,2013-01-22 00:00,Eolien,9000,3
SECE CAIX SAS,17W0000001508294,80162,49.81074788,2.645677305,Caix,80,Somme,32,Hauts-de-France,2013-01-14 00:00,Eolien,12000,6
PARC EOLIEN DE RADENAC,17W000000159100B,56189,47.94918649,-2.713026225,Radenac,56,Morbihan,53,Bretagne,2013-01-10 00:00,Eolien,8200,4
FERME EOLIENNE DU CHENE,17W0000000511263,80373,49.99471898,1.556416843,Gamaches,80,Somme,32,Hauts-de-France,2013-01-08 00:00,Eolien,11500,5
PARC EOLIEN MONT SAINT LOUP 1,17W000000165088Q,8386,49.45282381,4.215349468,Saint-Loup-en-Champagne,8,Ardennes,44,Grand-Est,2013-01-08 00:00,Eolien,13000,5
PARC EOLIEN MONT SAINT LOUP 2,17W0000000494206,8386,49.45282381,4.215349468,Saint-Loup-en-Champagne,8,Ardennes,44,Grand-Est,2013-01-08 00:00,Eolien,13000,5
Confidentiel,17W000000153568S,11296,43.28515665,2.812635959,Pouzols-Minervois,11,Aude,76,Occitanie,2013-01-06 00:00,Eolien,5100,6
EOLIENNE AIRE AUTO DE LA BAIE DE SOMME,17W000000057829D,80692,50.17963007,1.770677165,Sailly-Flibeaucourt,80,Somme,32,Hauts-de-France,2013-01-02 00:00,Eolien,249.48,1
CENTRALE EOLIENNE DE BIESLES,17W0000000594689,52050,48.1025552,5.285816804,Biesles,52,Haute-Marne,44,Grand-Est,2012-12-26 00:00,Eolien,12000,6
CENTRALE EOLIENNE DE RECLAINVILLE,17W000000424714Z,28313,48.33753376,1.739624327,R??clainville,28,Eure-et-Loir,24,Centre-Val de Loire,2012-12-12 00:00,Eolien,6003,3
MMN01200 SECE TN SCS DE TERNOIS NORD,17W0000000591147,62580,50.39843337,2.436028898,Monchy-Breton,62,Pas-de-Calais,32,Hauts-de-France,2012-12-11 00:00,Eolien,9200,4
FERME EOLIENNE LASSAY,17W000000152117T,53127,48.44210898,-0.498821107,Lassay-les-Ch??teaux,53,Mayenne,52,Pays de la Loire,2012-12-03 00:00,Eolien,6900,3
PARC EOLIEN PROUVILLE 2 - EXTENSION,17W0000001509169,80642,50.15573966,2.12945547,Prouville,80,Somme,32,Hauts-de-France,2012-11-30 00:00,Eolien,8000,4
PARC EOLIEN PLAINE DYNAMIQUE,17W000000057615W,51353,48.61134733,3.851827775,Marsangis,51,Marne,44,Grand-Est,2012-11-28 00:00,Eolien,10000,5
PARC EOLIEN DE WOELFING,17W000000146561X,57750,49.08538129,7.184642677,W??lfling-l??s-Sarreguemines,57,Moselle,44,Grand-Est,2012-11-28 00:00,Eolien,10000,5
PARC EOLIEN MOULINS DES CHAMPS,17W000000041896Y,51652,48.59309408,3.890896026,Vouarces,51,Marne,44,Grand-Est,2012-11-28 00:00,Eolien,12000,6
CETOU 1-1 / CETOU 4,17W000000057478G,80071,50.10791778,2.328628378,Beauval,80,Somme,32,Hauts-de-France,2012-11-27 00:00,Eolien,2500,1
HAUTS MOULINS,17W0000003952373,51565,48.63897938,3.871526169,Thaas,51,Marne,44,Grand-Est,2012-11-26 00:00,Eolien,12000,6
MMN00885 CEMAG 2-1 / CEMAG 3,17W000000044303Z,80071,50.10791778,2.328628378,Beauval,80,Somme,32,Hauts-de-France,2012-11-20 00:00,Eolien,5000,2
PARC EOLIEN DE MORVILLERS,17W000000162281A,80573,49.77874612,1.815278963,Morvillers-Saint-Saturnin,80,Somme,32,Hauts-de-France,2012-11-12 00:00,Eolien,12000,6
PARC EOLIEN D'ALLIBAUDIERES,17W000000044510U,10004,48.5863998,4.122927712,Allibaudi??res,10,Aube,44,Grand-Est,2012-11-10 00:00,Eolien,7500,3
F.E. DE QUESNOY SUR AIRAINES 2,17W000000422220X,80655,49.94936178,1.992188282,Quesnoy-sur-Airaines,80,Somme,32,Hauts-de-France,2012-11-05 00:00,Eolien,12000,5
SNC FERME EOLIENNE DE LA COTE DU GIBET,17W0000000471753,55498,49.02898912,5.299939726,Souilly,55,Meuse,44,Grand-Est,2012-10-31 00:00,Eolien,10000,5
Confidentiel,17W000000047674M,62306,50.16444398,2.825602537,Ervillers,62,Pas-de-Calais,32,Hauts-de-France,2012-10-29 00:00,Eolien,6000,3
PARC EOLIEN SEINE RIVE GAUCHE SUD 3,17W000000395296O,10282,48.37544534,3.957793122,Payns,10,Aube,44,Grand-Est,2012-10-29 00:00,Eolien,10000,5
PARC EOLIEN SEINE RIVE GAUCHE SUD 2,17W000000423772Q,10282,48.37544534,3.957793122,Payns,10,Aube,44,Grand-Est,2012-10-29 00:00,Eolien,10000,5
PARC EOLIEN SEINE RIVE GAUCHE SUD 1,17W0000000492416,10368,48.40577716,3.935288338,Savi??res,10,Aube,44,Grand-Est,2012-10-29 00:00,Eolien,12000,6
FERME EOLIENNE DE CHERY,17W0000003963316,18064,47.11630432,2.026487605,Ch??ry,18,Cher,24,Centre-Val de Loire,2012-10-15 00:00,Eolien,13900,7
PARC EOLIEN DE HAMBERS,17W000000426382O,53113,48.25435188,-0.425847827,Hambers,53,Mayenne,52,Pays de la Loire,2012-10-12 00:00,Eolien,8200,4
BRETELLE 3,17W000000417732O,21489,47.57708872,4.793591063,Poiseul-la-Grange,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2012-10-09 00:00,Eolien,10000,5
CAMPAGNE LES BOULONNAIS,17W000000046243H,62168,50.61336916,1.934995225,Bourthes,62,Pas-de-Calais,32,Hauts-de-France,2012-10-08 00:00,Eolien,9200,4
PARC EOLIEN MONT D ERGNY,17W000000162137H,62168,50.61336916,1.934995225,Bourthes,62,Pas-de-Calais,32,Hauts-de-France,2012-10-08 00:00,Eolien,11500,5
Confidentiel,17W000000158209V,80071,50.10791778,2.328628378,Beauval,80,Somme,32,Hauts-de-France,2012-09-26 00:00,Eolien,10000,4
MAGREMONT / CEMAG 1,17W000000043331Z,80071,50.10791778,2.328628378,Beauval,80,Somme,32,Hauts-de-France,2012-09-26 00:00,Eolien,10000,4
FERME EOLIENNE DE LA GARGASSE,17W000000045767P,55498,49.02898912,5.299939726,Souilly,55,Meuse,44,Grand-Est,2012-09-21 00:00,Eolien,8000,4
EOLIEN LUSIGNAN,17W000000489402U,86139,46.43775721,0.114217791,Lusignan,86,Vienne,75,Nouvelle-Aquitaine,2012-09-19 00:00,Eolien,6000,3
FERME EOLIENNE DE LA CROISETTE,17W000000050817I,60581,49.51120632,2.417806244,Saint-Just-en-Chauss??e,60,Oise,32,Hauts-de-France,2012-09-09 00:00,Eolien,6900,27
EARL DES QUATRES VENTS,17W000000045414L,61316,48.85457024,-0.023811512,Ommoy,61,Orne,28,Normandie,2012-09-01 00:00,Eolien,250,1
Confidentiel,17W000000165536P,35169,47.97883285,-2.015195961,Maxent,35,Ille-et-Vilaine,53,Bretagne,2012-08-22 00:00,Eolien,6000,3
BRETELLE 2,17W0000000451876,21253,47.62938855,4.766656039,??talante,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2012-08-20 00:00,Eolien,8000,4
BRETELLE 1,17W0000000442121,21253,47.62938855,4.766656039,??talante,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2012-08-20 00:00,Eolien,12000,6
ECHALOT 1,17W000000396591H,21237,47.60743447,4.835097674,??chalot,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2012-08-08 00:00,Eolien,12000,6
Agr??gation des installations de moins de 36KW,,,49.96842964,2.754917919,,,,32,Hauts-de-France,2012-08-03 00:00,Eolien,5,1
PLAINE DE L ARTOIS 2,17W000000041133C,62864,50.24587547,2.936098312,Vis-en-Artois,62,Pas-de-Calais,32,Hauts-de-France,2012-07-30 00:00,Eolien,2400,3
PLAINE ARTOIS 1,17W000000073310P,62424,50.2148,2.948778358,Hendecourt-l??s-Cagnicourt,62,Pas-de-Calais,32,Hauts-de-France,2012-07-30 00:00,Eolien,12000,15
Confidentiel,17W000000423321M,80019,49.95941641,1.885510944,Allery,80,Somme,32,Hauts-de-France,2012-07-27 00:00,Eolien,4600,2
Confidentiel,17W000000051493D,56229,47.76256441,-2.263914694,Saint-Martin-sur-Oust,56,Morbihan,53,Bretagne,2012-07-25 00:00,Eolien,9000,3
PARC EOLIEN DE NORVILLIERS,17W000000157169M,10442,48.45964352,4.124086618,Vou??,10,Aube,44,Grand-Est,2012-07-20 00:00,Eolien,7500,3
LES EOLIENNES DE LA COTE GUILLAUME,17W0000001594577,10400,48.50070152,4.216312839,Vaupoisson,10,Aube,44,Grand-Est,2012-07-20 00:00,Eolien,7500,3
PARC EOLIEN DES VIGNES,17W0000000480833,10273,48.4923353,4.230052585,Ortillon,10,Aube,44,Grand-Est,2012-07-20 00:00,Eolien,10000,4
PARC EOLIEN DE COUVEILLONS,17W0000000613779,10400,48.50070152,4.216312839,Vaupoisson,10,Aube,44,Grand-Est,2012-07-20 00:00,Eolien,10000,4
SCOPE LANDE DE COUESMES,17W000000056769A,56060,47.7480373,-2.197107657,Les Fouger??ts,56,Morbihan,53,Bretagne,2012-07-20 00:00,Eolien,12000,4
FERME EOLIENNE CARNET,17W000000040457S,44061,47.24550736,-1.934058261,Frossay,44,Loire-Atlantique,52,Pays de la Loire,2012-07-17 00:00,Eolien,6000,1
FORET NOIRE,17W000000052292I,56061,47.77283171,-2.156511148,La Gacilly,56,Morbihan,53,Bretagne,2012-07-16 00:00,Eolien,11980,4
ECHALOT 2,17W0000000510445,21237,47.60743447,4.835097674,??chalot,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2012-06-28 00:00,Eolien,4000,2
PARC EOLIEN DE MAZERAY ET DE BIGNAY,17W000000423894C,17226,45.91581995,-0.559708232,Mazeray,17,Charente-Maritime,75,Nouvelle-Aquitaine,2012-06-25 00:00,Eolien,12000,5
PARC EOLIEN DE BAUDREVILLE,17W000000148888S,50166,49.33702229,-1.548223381,Doville,50,Manche,28,Normandie,2012-06-21 00:00,Eolien,11850,5
PARC EOLIEN DE DELOUZE-ROSIERES,17W000000428503S,55148,48.56574517,5.530767068,Delouze-Rosi??res,55,Meuse,44,Grand-Est,2012-06-21 00:00,Eolien,12000,6
PONTRU 1,17W000000433037D,2615,49.91485062,3.229473803,Pontruet,2,Aisne,32,Hauts-de-France,2012-06-12 00:00,Eolien,11940,6
PARC EOLIEN DE FILLIERES,17W000000411100H,54194,49.41176174,5.842264684,Filli??res,54,Meurthe-et-Moselle,44,Grand-Est,2012-05-25 00:00,Eolien,10000,4
PARC EOLIEN DE SACHIN,17W0000004146407,62732,50.49271681,2.3665991,Sachin,62,Pas-de-Calais,32,Hauts-de-France,2012-05-18 00:00,Eolien,9200,4
Confidentiel,17W000000052570G,29199,48.57361267,-3.704074172,Plouigneau,29,Finist??re,53,Bretagne,2012-04-24 00:00,Eolien,10000,5
PARC EOLIEN DES 4 VALLEES,17W000000055752W,51167,48.73927595,4.39164452,Coole,51,Marne,44,Grand-Est,2012-04-24 00:00,Eolien,12000,6
priv??,17W000000482436B,79201,46.4116775,-0.043295778,Pamproux,79,Deux-S??vres,75,Nouvelle-Aquitaine,2012-04-19 00:00,Eolien,10000,1
PARC EOLIEN DU PAYS DE BOUSSAC,17W000000163042N,23038,46.40179071,2.155114359,Bussi??re-Saint-Georges,23,Creuse,75,Nouvelle-Aquitaine,2012-04-13 00:00,Eolien,17000,9
PE DU ROC DE L'AYRE 1,17W0000000602404,34107,43.5926355,2.797055311,Fraisse-sur-Agout,34,H??rault,76,Occitanie,2012-04-12 00:00,Eolien,4600,2
CENTRALE EOLIENNE DE BAIS ET TRANS,17W000000061453J,53266,48.28325329,-0.308341418,Trans,53,Mayenne,52,Pays de la Loire,2012-04-12 00:00,Eolien,6000,3
Confidentiel,17W000000065616Y,34107,43.5926355,2.797055311,Fraisse-sur-Agout,34,H??rault,76,Occitanie,2012-04-12 00:00,Eolien,6900,3
PE DE FONTFROIDE,17W000000155677D,34107,43.5926355,2.797055311,Fraisse-sur-Agout,34,H??rault,76,Occitanie,2012-04-12 00:00,Eolien,11500,5
priv??,17W000000483457Z,79316,46.43231692,-0.095988799,Soudan,79,Deux-S??vres,75,Nouvelle-Aquitaine,2012-04-09 00:00,Eolien,10000,1
FERME EOLIENNE LA CROISETTE SAS,17W000000045051V,60017,49.56729783,2.38642389,Ansauvillers,60,Oise,32,Hauts-de-France,2012-04-07 00:00,Eolien,11500,5
FERME EOLIENNE DU CHAMP DION SAS,17W0000000578659,60522,49.54729148,2.418668426,Quinquempoix,60,Oise,32,Hauts-de-France,2012-04-07 00:00,Eolien,11500,5
CENTRALE EOLIENNE DE SCAER MINE KERVIR,17W000000056809O,29274,48.02799031,-3.730738358,Sca??r,29,Finist??re,53,Bretagne,2012-03-29 00:00,Eolien,11500,5
Ferme Eolienne de l'Epinette,17W000000931159B,80669,49.73630467,2.855287251,Rethonvillers,80,Somme,32,Hauts-de-France,2012-03-28 00:00,Eolien,9200,
Ferme Eolienne de la Croix SaintClaude,17W000000931787J,80669,49.73630467,2.855287251,Rethonvillers,80,Somme,32,Hauts-de-France,2012-03-28 00:00,Eolien,11500,
PARC EOLIEN DE VOYENNES,17W000000408348Q,80811,49.76909214,2.984447699,Voyennes,80,Somme,32,Hauts-de-France,2012-03-22 00:00,Eolien,16000,8
FERME EOLIENNE LA ROCHE,17W0000000409918,53053,48.29360066,-0.37624868,Champgen??teux,53,Mayenne,52,Pays de la Loire,2012-03-12 00:00,Eolien,4872,2
PARC EOLIEN DE CANET,17W000000155283Y,11067,43.22632708,2.83123999,Canet,11,Aude,76,Occitanie,2012-03-04 00:00,Eolien,11500,5
PARC EOLIEN DE DEMANGE,17W000000056375V,55148,48.56574517,5.530767068,Delouze-Rosi??res,55,Meuse,44,Grand-Est,2012-02-23 00:00,Eolien,12000,6
SARL VGF,17W000000422679L,62333,50.49998371,2.321080144,Fiefs,62,Pas-de-Calais,32,Hauts-de-France,2012-02-21 00:00,Eolien,3000,1
SAS  FE SAINS LES PERNES,17W000000058120H,62740,50.4791688,2.348855948,Sains-l??s-Pernes,62,Pas-de-Calais,32,Hauts-de-France,2012-02-21 00:00,Eolien,6000,3
FERME EOLIENNE DE FIEFS 2,17W000000150262U,62333,50.49998371,2.321080144,Fiefs,62,Pas-de-Calais,32,Hauts-de-France,2012-02-21 00:00,Eolien,9000,3
PARC EOLIEN MONTAFILANT,17W0000004143378,44197,47.72918868,-1.581099542,Sion-les-Mines,44,Loire-Atlantique,52,Pays de la Loire,2012-02-15 00:00,Eolien,10000,5
EOLIENNES ST ALLOUESTRE,17W000000072882M,56204,47.90819783,-2.736285112,Saint-Allouestre,56,Morbihan,53,Bretagne,2012-02-11 00:00,Eolien,9693,4
PARC EOLIEN DE GUERVILLE ET MELLEVILLE,17W000000052581B,76333,49.95228795,1.525605361,Guerville,76,Seine-Maritime,28,Normandie,2012-01-27 00:00,Eolien,11500,5
ENR GIE FALLERON,17W000000053788L,85086,46.86239284,-1.70108938,Falleron,85,Vend??e,52,Pays de la Loire,2012-01-18 00:00,Eolien,11400,5
EOLE BALAZE 2,17W0000004040978,35015,48.17773635,-1.183028704,Balaz??,35,Ille-et-Vilaine,53,Bretagne,2012-01-12 00:00,Eolien,2300,1
PARC EOLIEN DE LONGEVILLE SUR MER,17W000000048037A,85127,46.4091029,-1.477118553,Longeville-sur-Mer,85,Vend??e,52,Pays de la Loire,2012-01-10 00:00,Eolien,12500,5
ALLANEA3 - ADP A3 DE LA FERME EOLIENNE DE ALLANCHE,17W100P100P2491R,15151,45.2109596,3.030062878,Peyrusse,15,Cantal,84,Auvergne-Rh??ne-Alpes,2012-01-08 00:00,Eolien,3000,1
PARC EOLIEN D'ORME BOYARD,17W000000161053S,10004,48.5863998,4.122927712,Allibaudi??res,10,Aube,44,Grand-Est,2012-01-08 00:00,Eolien,5000,2
PARC EOLIEN DE CHENE,17W000000056719P,10095,48.5628565,4.17589544,Le Ch??ne,10,Aube,44,Grand-Est,2012-01-08 00:00,Eolien,7500,3
PARC EOLIEN DE DOSNON,17W000000423929J,10130,48.61495828,4.246531826,Dosnon,10,Aube,44,Grand-Est,2012-01-08 00:00,Eolien,7500,3
PARC EOLIEN DES VIGNES HAUTES,17W000000158452M,10004,48.5863998,4.122927712,Allibaudi??res,10,Aube,44,Grand-Est,2012-01-08 00:00,Eolien,7500,3
ALLANEA2 - ADP A2 DE LA FERME EOLIENNE DE ALLANCHE,17W100P100P3436U,15151,45.2109596,3.030062878,Peyrusse,15,Cantal,84,Auvergne-Rh??ne-Alpes,2012-01-08 00:00,Eolien,9000,3
ALLANEA1 - ADP A1 DE LA FERME EOLIENNE DE ALLANCHE,17W100P100P0502L,15151,45.2109596,3.030062878,Peyrusse,15,Cantal,84,Auvergne-Rh??ne-Alpes,2012-01-08 00:00,Eolien,12000,4
PARC EOLIEN DE LA CHAUDE VALLEE,17W000000054406J,80456,49.82337599,1.81063673,Lafresguimont-Saint-Martin,80,Somme,32,Hauts-de-France,2012-01-08 00:00,Eolien,12300,6
priv??,17W0000004844418,79319,46.35896233,-0.170685104,Souvign??,79,Deux-S??vres,75,Nouvelle-Aquitaine,2012-01-02 00:00,Eolien,8000,1
FERME EOLIENNE DE COUME SARL,17W0000004288701,57154,49.19687299,6.583118751,Coume,57,Moselle,44,Grand-Est,2011-12-22 00:00,Eolien,10000,4
PARC EOLIEN LES CHAUMES,17W000000414070M,23046,46.1608852,2.541589294,Chambonchard,23,Creuse,75,Nouvelle-Aquitaine,2011-12-14 00:00,Eolien,12000,6
PARC EOLIEN  FORGE,17W000000048748E,18137,46.87861928,2.163127009,Mareuil-sur-Arnon,18,Cher,24,Centre-Val de Loire,2011-12-07 00:00,Eolien,12000,5
FERME EOLIENNE DE LAMBALLE 1,17W000000058901Q,22093,48.46844048,-2.49534816,Lamballe,22,C??tes-d'Armor,53,Bretagne,2011-11-24 00:00,Eolien,2300,8
MARCELLOIS,17W000000149012E,21377,47.34881634,4.615578079,Marcellois,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2011-11-22 00:00,Eolien,10800,6
SEVIGNY WALEPPE 2,17W000000049822N,8418,49.61716788,4.08045802,S??vigny-Waleppe,8,Ardennes,44,Grand-Est,2011-11-08 00:00,Eolien,8200,4
PARC EOLIEN DE SEVIGNY WALEPPE 1,17W0000004291966,8418,49.61716788,4.08045802,S??vigny-Waleppe,8,Ardennes,44,Grand-Est,2011-11-08 00:00,Eolien,10250,5
priv??,17W000000483208J,79342,46.62264419,-0.517127799,Vernoux-en-G??tine,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-11-03 00:00,Eolien,8000,1
priv??,17W000000489620K,79190,46.68079334,-0.446564097,Neuvy-Bouin,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-11-03 00:00,Eolien,10000,1
EOLIENNE DDIS60 SITE D'ONNAING,17W000000164727N,59447,50.38671477,3.596684011,Onnaing,59,Nord,32,Hauts-de-France,2011-11-02 00:00,Eolien,800,1
PARC EOLIEN DE NELAUSA 2,17W000000050724P,55289,48.82660849,5.34664442,Levoncourt,55,Meuse,44,Grand-Est,2011-11-01 00:00,Eolien,4000,2
PARC EOLIEN DE NELAUSA 1,17W0000001497733,55289,48.82660849,5.34664442,Levoncourt,55,Meuse,44,Grand-Est,2011-11-01 00:00,Eolien,4000,2
PARC EOLIEN TERNOIS EST,17W000000148180Z,62514,50.35847863,2.42321915,Ligny-Saint-Flochel,62,Pas-de-Calais,32,Hauts-de-France,2011-11-01 00:00,Eolien,11500,1
EOLIENNE DE VIAPRES 2,17W000000163119E,10408,48.58223192,4.053870937,Vi??pres-le-Petit,10,Aube,44,Grand-Est,2011-10-17 00:00,Eolien,2000,1
EOLE MOUSTERMEUR,17W000000048487G,22229,48.28534247,-3.240782093,Ploun??vez-Quintin,22,C??tes-d'Armor,53,Bretagne,2011-10-14 00:00,Eolien,2000,1
MASSINGY,17W0000000591244,21395,47.39570576,4.59045022,Massingy-l??s-Vitteaux,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2011-10-11 00:00,Eolien,10800,6
ENGIE GREEN GRAND GATS,17W000000161071Q,44083,46.98722575,-1.641660095,La Limouzini??re,44,Loire-Atlantique,52,Pays de la Loire,2011-10-03 00:00,Eolien,6000,3
PARC EOLIEN TERNOIS SUD,17W000000417869Y,62435,50.34431441,2.291983065,Herlincourt,62,Pas-de-Calais,32,Hauts-de-France,2011-10-03 00:00,Eolien,13800,6
EOLIENNE DE VIAPRES 1,17W0000004209506,10075,48.61428482,4.031070459,Champfleury,10,Aube,44,Grand-Est,2011-09-27 00:00,Eolien,12000,6
BOUTAVENT,17W000000053051Z,60245,49.64929864,1.728013917,Formerie,60,Oise,32,Hauts-de-France,2011-09-22 00:00,Eolien,2400,2
Plaine Beauclair,17W000000906868C,45174,48.14974031,2.1317875,Jouy-en-Pithiverais,45,Loiret,24,Centre-Val de Loire,2011-09-22 00:00,Eolien,12000,5
SAS EOLIENNE DE CHAMPFLEURY 2,17W000000432823Y,10075,48.61428482,4.031070459,Champfleury,10,Aube,44,Grand-Est,2011-09-15 00:00,Eolien,12000,6
IPER EOL THICOURT,17W000000150020H,57670,48.99171212,6.560009904,Thicourt,57,Moselle,44,Grand-Est,2011-09-13 00:00,Eolien,8000,4
FERME EOLIENNE DE PUECH D'AL LUN,17W000000050449L,81019,43.97843002,2.434309076,Assac,81,Tarn,76,Occitanie,2011-09-13 00:00,Eolien,10000,5
FERME EOLIENNE DE LA GARRIGADE,17W000000049624R,81019,43.97843002,2.434309076,Assac,81,Tarn,76,Occitanie,2011-09-13 00:00,Eolien,10000,5
SAS FE LAMBALLE,17W000000060744D,22093,48.46844048,-2.49534816,Lamballe,22,C??tes-d'Armor,53,Bretagne,2011-09-12 00:00,Eolien,6900,3
PARC EOLIEN LE CHEMIN BLANC,17W000000046943Q,60286,49.66601636,1.934923926,Grandvilliers,60,Oise,32,Hauts-de-France,2011-09-12 00:00,Eolien,12000,6
PARC EOLIEN DES SOURCES DE LA LOIRE 2,17W0000004276851,7224,44.76813449,4.089025743,Saint-Cirgues-en-Montagne,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2011-09-08 00:00,Eolien,6000,3
PARC EOLIEN LA DEMI LIEUE,17W000000050198K,60286,49.66601636,1.934923926,Grandvilliers,60,Oise,32,Hauts-de-France,2011-08-29 00:00,Eolien,12000,6
